step,loss,confidence_level,fatigue_level
7805,0.000000,0.9997,0.7642
7806,0.000000,0.9999,0.7842
7807,0.000000,0.9997,0.7642
7808,0.000000,0.9999,0.7842
7809,0.000000,0.9997,0.7642
7810,0.000000,0.9999,0.7842
7811,0.000000,0.9997,0.7642
7812,0.000000,0.9999,0.7842
7813,0.000000,0.9997,0.7642
7814,0.000000,0.9999,0.7842
7815,0.000000,0.9997,0.7642
7816,0.000000,0.9999,0.7842
7817,0.000000,0.9997,0.7642
7818,0.000000,0.9999,0.7842
7819,0.000000,0.9997,0.7642
7820,0.000000,0.9999,0.7842
7821,0.000000,0.9997,0.7642
7822,0.000000,0.9999,0.7842
7823,0.000000,0.9997,0.7642
7824,0.000000,0.9999,0.7842
7825,0.000000,0.9997,0.7642
7826,0.000000,0.9999,0.7842
7827,0.000000,0.9997,0.7642
7828,0.000000,0.9999,0.7842
7829,0.000000,0.9997,0.7642
7830,0.000000,0.9999,0.7842
7831,0.000000,0.9997,0.7642
7832,0.000000,0.9999,0.7842
7833,0.000000,0.9997,0.7642
7834,0.000000,0.9999,0.7842
7835,0.000000,0.9997,0.7642
7836,0.000000,0.9999,0.7842
7837,0.000000,0.9997,0.7642
7838,0.000000,0.9999,0.7842
7839,0.000000,0.9997,0.7642
7840,0.000000,0.9999,0.7842
7841,0.000000,0.9997,0.7642
7842,0.000000,0.9999,0.7842
7843,0.000000,0.9997,0.7642
7844,0.000000,0.9999,0.7842
7845,0.000000,0.9997,0.7642
7846,0.000000,0.9999,0.7842
7847,0.000000,0.9997,0.7642
7848,0.000000,0.9999,0.7842
7849,0.000000,0.9997,0.7642
7850,0.000000,0.9999,0.7842
7851,0.000000,0.9997,0.7642
7852,0.000000,0.9999,0.7842
7853,0.000000,0.9997,0.7642
7854,0.000000,0.9999,0.7842
7855,0.000000,0.9997,0.7642
7856,0.000000,0.9999,0.7842
7857,0.000000,0.9997,0.7642
7858,0.000000,0.9999,0.7842
7859,0.000000,0.9997,0.7642
7860,0.000000,0.9999,0.7842
7861,0.000000,0.9997,0.7642
7862,0.000000,0.9999,0.7842
7863,0.000000,0.9997,0.7642
7864,0.000000,0.9999,0.7842
7865,0.000000,0.9997,0.7642
7866,0.000000,0.9999,0.7842
7867,0.000000,0.9997,0.7642
7868,0.000000,0.9999,0.7842
7869,0.000000,0.9997,0.7642
7870,0.000000,0.9999,0.7842
7871,0.000000,0.9997,0.7642
7872,0.000000,0.9999,0.7842
7873,0.000000,0.9997,0.7642
7874,0.000000,0.9999,0.7842
7875,0.000000,0.9997,0.7642
7876,0.000000,0.9999,0.7842
7877,0.000000,0.9997,0.7642
7878,0.000000,0.9999,0.7842
7879,0.000000,0.9997,0.7642
7880,0.000000,0.9999,0.7842
7881,0.000000,0.9997,0.7642
7882,0.000000,0.9999,0.7842
7883,0.000000,0.9997,0.7642
7884,0.000000,0.9999,0.7842
7885,0.000000,0.9997,0.7642
7886,0.000000,0.9999,0.7842
7887,0.000000,0.9997,0.7642
7888,0.000000,0.9999,0.7842
7889,0.000000,0.9997,0.7642
7890,0.000000,0.9999,0.7842
7891,0.000000,0.9997,0.7642
7892,0.000000,0.9999,0.7842
7893,0.000000,0.9997,0.7642
7894,0.000000,0.9999,0.7842
7895,0.000000,0.9997,0.7642
7896,0.000000,0.9999,0.7842
7897,0.000000,0.9997,0.7642
7898,0.000000,0.9999,0.7842
7899,0.000000,0.9997,0.7642
7900,0.000000,0.9999,0.7842
7901,0.000000,0.9997,0.7642
7902,0.000000,0.9999,0.7842
7903,0.000000,0.9997,0.7642
7904,0.000000,0.9999,0.7842
7905,0.000000,0.9997,0.7642
7906,0.000000,0.9999,0.7842
7907,0.000000,0.9997,0.7642
7908,0.000000,0.9999,0.7842
7909,0.000000,0.9997,0.7642
7910,0.000000,0.9999,0.7842
7911,0.000000,0.9997,0.7642
7912,0.000000,0.9999,0.7842
7913,0.000000,0.9997,0.7642
7914,0.000000,0.9999,0.7842
7915,0.000000,0.9997,0.7642
7916,0.000000,0.9999,0.7842
7917,0.000000,0.9997,0.7641
7918,0.000000,0.9999,0.7842
7919,0.000000,0.9997,0.7642
7920,0.000000,0.9999,0.7842
7921,0.000000,0.9997,0.7642
7922,0.000000,0.9999,0.7841
7923,0.000000,0.9997,0.7642
7924,0.000000,0.9999,0.7841
7925,0.000000,0.9997,0.7642
7926,0.000000,0.9999,0.7841
7927,0.000000,0.9997,0.7642
7928,0.000000,0.9999,0.7842
7929,0.000000,0.9997,0.7642
7930,0.000000,0.9999,0.7842
7931,0.000000,0.9997,0.7641
7932,0.000000,0.9999,0.7842
7933,0.000000,0.9997,0.7641
7934,0.000000,0.9999,0.7842
7935,0.000000,0.9997,0.7641
7936,0.000000,0.9999,0.7842
7937,0.000000,0.9997,0.7642
7938,0.000000,0.9999,0.7841
7939,0.000000,0.9997,0.7642
7940,0.000000,0.9999,0.7841
7941,0.000000,0.9997,0.7642
7942,0.000000,0.9999,0.7841
7943,0.000000,0.9997,0.7642
7944,0.000000,0.9999,0.7841
7945,0.000000,0.9997,0.7642
7946,0.000000,0.9999,0.7842
7947,0.000000,0.9997,0.7642
7948,0.000000,0.9999,0.7843
7949,0.000000,0.9997,0.7641
7950,0.000000,0.9999,0.7843
7951,0.000000,0.9997,0.7641
7952,0.000000,0.9999,0.7842
7953,0.000000,0.9997,0.7641
7954,0.000000,0.9999,0.7842
7955,0.000000,0.9997,0.7642
7956,0.000000,0.9999,0.7841
7957,0.000000,0.9997,0.7643
7958,0.000000,0.9999,0.7840
7959,0.000000,0.9997,0.7643
7960,0.000000,0.9999,0.7841
7961,0.000000,0.9997,0.7643
7962,0.000000,0.9999,0.7842
7963,0.000000,0.9997,0.7642
7964,0.000000,0.9999,0.7843
7965,0.000000,0.9997,0.7641
7966,0.000000,0.9999,0.7844
7967,0.000000,0.9997,0.7640
7968,0.000000,0.9999,0.7843
7969,0.000000,0.9997,0.7640
7970,0.000000,0.9999,0.7842
7971,0.000000,0.9997,0.7641
7972,0.000000,0.9999,0.7840
7973,0.000000,0.9997,0.7643
7974,0.000000,0.9999,0.7839
7975,0.000000,0.9997,0.7644
7976,0.000000,0.9999,0.7839
7977,0.000000,0.9997,0.7644
7978,0.000000,0.9999,0.7841
7979,0.000000,0.9997,0.7643
7980,0.000000,0.9999,0.7843
7981,0.000000,0.9997,0.7640
7982,0.000000,0.9999,0.7845
7983,0.000000,0.9997,0.7638
7984,0.000000,0.9999,0.7846
7985,0.000000,0.9997,0.7638
7986,0.000000,0.9999,0.7844
7987,0.000000,0.9997,0.7640
7988,0.000000,0.9999,0.7840
7989,0.000000,0.9997,0.7643
7990,0.000000,0.9999,0.7837
7991,0.000000,0.9997,0.7646
7992,0.000001,0.9999,0.7836
7993,0.000001,0.9997,0.7647
7994,0.000000,0.9999,0.7839
7995,0.000000,0.9997,0.7645
7996,0.000000,0.9999,0.7844
7997,0.000000,0.9997,0.7641
7998,0.000000,0.9999,0.7848
7999,0.000001,0.9997,0.7636
8000,0.000001,0.9999,0.7850
8001,0.000001,0.9997,0.7634
8002,0.000001,0.9999,0.7847
8003,0.000001,0.9997,0.7636
8004,0.000000,0.9999,0.7841
8005,0.000000,0.9997,0.7643
8006,0.000000,0.9999,0.7833
8007,0.000001,0.9997,0.7650
8008,0.000002,0.9999,0.7830
8009,0.000003,0.9997,0.7654
8010,0.000002,0.9999,0.7834
8011,0.000002,0.9997,0.7652
8012,0.000000,0.9999,0.7843
8013,0.000000,0.9997,0.7643
8014,0.000001,0.9999,0.7853
8015,0.000002,0.9997,0.7633
8016,0.000004,0.9999,0.7859
8017,0.000005,0.9997,0.7627
8018,0.000004,0.9999,0.7856
8019,0.000004,0.9997,0.7629
8020,0.000001,0.9999,0.7845
8021,0.000000,0.9997,0.7639
8022,0.000000,0.9999,0.7830
8023,0.000003,0.9997,0.7654
8024,0.000005,0.9999,0.7821
8025,0.000009,0.9997,0.7664
8026,0.000008,0.9999,0.7824
8027,0.000008,0.9997,0.7664
8028,0.000003,0.9999,0.7838
8029,0.000001,0.9997,0.7653
8030,0.000000,0.9999,0.7857
8031,0.000002,0.9997,0.7636
8032,0.000006,0.9999,0.7870
8033,0.000012,0.9997,0.7622
8034,0.000013,0.9999,0.7872
8035,0.000014,0.9997,0.7620
8036,0.000008,0.9999,0.7860
8037,0.000005,0.9997,0.7629
8038,0.000001,0.9999,0.7840
8039,0.000000,0.9997,0.7647
8040,0.000003,0.9999,0.7822
8041,0.000010,0.9997,0.7665
8042,0.000013,0.9999,0.7814
8043,0.000019,0.9997,0.7676
8044,0.000014,0.9999,0.7824
8045,0.000012,0.9997,0.7672
8046,0.000004,0.9999,0.7843
8047,0.000001,0.9997,0.7659
8048,0.000000,0.9999,0.7864
8049,0.000003,0.9997,0.7641
8050,0.000007,0.9999,0.7878
8051,0.000013,0.9997,0.7627
8052,0.000015,0.9999,0.7880
8053,0.000017,0.9997,0.7622
8054,0.000012,0.9999,0.7871
8055,0.000009,0.9997,0.7629
8056,0.000003,0.9999,0.7853
8057,0.000001,0.9997,0.7642
8058,0.000000,0.9999,0.7835
8059,0.000003,0.9997,0.7659
8060,0.000006,0.9999,0.7823
8061,0.000012,0.9997,0.7672
8062,0.000012,0.9999,0.7823
8063,0.000015,0.9997,0.7677
8064,0.000009,0.9999,0.7834
8065,0.000007,0.9997,0.7673
8066,0.000002,0.9999,0.7850
8067,0.000001,0.9997,0.7661
8068,0.000000,0.9999,0.7866
8069,0.000002,0.9997,0.7648
8070,0.000004,0.9999,0.7877
8071,0.000008,0.9997,0.7637
8072,0.000009,0.9999,0.7879
8073,0.000011,0.9997,0.7633
8074,0.000008,0.9999,0.7873
8075,0.000007,0.9997,0.7635
8076,0.000003,0.9999,0.7861
8077,0.000001,0.9997,0.7644
8078,0.000000,0.9999,0.7847
8079,0.000000,0.9997,0.7655
8080,0.000002,0.9999,0.7836
8081,0.000004,0.9997,0.7665
8082,0.000005,0.9999,0.7833
8083,0.000008,0.9997,0.7672
8084,0.000006,0.9999,0.7837
8085,0.000006,0.9997,0.7672
8086,0.000003,0.9999,0.7846
8087,0.000002,0.9997,0.7667
8088,0.000000,0.9999,0.7858
8089,0.000000,0.9997,0.7659
8090,0.000000,0.9999,0.7868
8091,0.000002,0.9997,0.7650
8092,0.000003,0.9999,0.7873
8093,0.000004,0.9997,0.7644
8094,0.000004,0.9999,0.7873
8095,0.000005,0.9997,0.7642
8096,0.000003,0.9999,0.7868
8097,0.000003,0.9997,0.7644
8098,0.000001,0.9999,0.7859
8099,0.000001,0.9997,0.7650
8100,0.000000,0.9999,0.7850
8101,0.000000,0.9997,0.7657
8102,0.000001,0.9999,0.7844
8103,0.000002,0.9997,0.7664
8104,0.000002,0.9999,0.7842
8105,0.000004,0.9997,0.7668
8106,0.000003,0.9999,0.7844
8107,0.000003,0.9997,0.7668
8108,0.000002,0.9999,0.7851
8109,0.000001,0.9997,0.7665
8110,0.000000,0.9999,0.7858
8111,0.000000,0.9997,0.7659
8112,0.000000,0.9999,0.7865
8113,0.000001,0.9997,0.7654
8114,0.000001,0.9999,0.7869
8115,0.000002,0.9997,0.7649
8116,0.000002,0.9999,0.7869
8117,0.000002,0.9997,0.7648
8118,0.000002,0.9999,0.7865
8119,0.000001,0.9997,0.7649
8120,0.000001,0.9999,0.7860
8121,0.000000,0.9997,0.7653
8122,0.000000,0.9999,0.7854
8123,0.000000,0.9997,0.7657
8124,0.000000,0.9999,0.7849
8125,0.000001,0.9997,0.7662
8126,0.000001,0.9999,0.7847
8127,0.000002,0.9997,0.7665
8128,0.000001,0.9999,0.7849
8129,0.000001,0.9997,0.7665
8130,0.000001,0.9999,0.7853
8131,0.000001,0.9997,0.7663
8132,0.000000,0.9999,0.7858
8133,0.000000,0.9997,0.7660
8134,0.000000,0.9999,0.7862
8135,0.000000,0.9997,0.7656
8136,0.000000,0.9999,0.7865
8137,0.000001,0.9997,0.7653
8138,0.000001,0.9999,0.7865
8139,0.000001,0.9997,0.7651
8140,0.000001,0.9999,0.7863
8141,0.000001,0.9997,0.7652
8142,0.000000,0.9999,0.7860
8143,0.000000,0.9997,0.7654
8144,0.000000,0.9999,0.7856
8145,0.000000,0.9997,0.7657
8146,0.000000,0.9999,0.7852
8147,0.000000,0.9997,0.7661
8148,0.000000,0.9999,0.7851
8149,0.000001,0.9997,0.7663
8150,0.000001,0.9999,0.7852
8151,0.000001,0.9997,0.7663
8152,0.000000,0.9999,0.7854
8153,0.000000,0.9997,0.7662
8154,0.000000,0.9999,0.7858
8155,0.000000,0.9997,0.7659
8156,0.000000,0.9999,0.7861
8157,0.000000,0.9997,0.7657
8158,0.000000,0.9999,0.7863
8159,0.000000,0.9997,0.7655
8160,0.000000,0.9999,0.7863
8161,0.000001,0.9997,0.7654
8162,0.000000,0.9999,0.7862
8163,0.000000,0.9997,0.7654
8164,0.000000,0.9999,0.7859
8165,0.000000,0.9997,0.7655
8166,0.000000,0.9999,0.7857
8167,0.000000,0.9997,0.7658
8168,0.000000,0.9999,0.7854
8169,0.000000,0.9997,0.7660
8170,0.000000,0.9999,0.7853
8171,0.000000,0.9997,0.7661
8172,0.000000,0.9999,0.7854
8173,0.000000,0.9997,0.7661
8174,0.000000,0.9999,0.7856
8175,0.000000,0.9997,0.7661
8176,0.000000,0.9999,0.7858
8177,0.000000,0.9997,0.7659
8178,0.000000,0.9999,0.7860
8179,0.000000,0.9997,0.7657
8180,0.000000,0.9999,0.7861
8181,0.000000,0.9997,0.7656
8182,0.000000,0.9999,0.7862
8183,0.000000,0.9997,0.7655
8184,0.000000,0.9999,0.7861
8185,0.000000,0.9997,0.7655
8186,0.000000,0.9999,0.7859
8187,0.000000,0.9997,0.7656
8188,0.000000,0.9999,0.7857
8189,0.000000,0.9997,0.7658
8190,0.000000,0.9999,0.7855
8191,0.000000,0.9997,0.7659
8192,0.000000,0.9999,0.7855
8193,0.000000,0.9997,0.7660
8194,0.000000,0.9999,0.7855
8195,0.000000,0.9997,0.7660
8196,0.000000,0.9999,0.7857
8197,0.000000,0.9997,0.7660
8198,0.000000,0.9999,0.7858
8199,0.000000,0.9997,0.7659
8200,0.000000,0.9999,0.7860
8201,0.000000,0.9997,0.7657
8202,0.000000,0.9999,0.7861
8203,0.000000,0.9997,0.7656
8204,0.000000,0.9999,0.7861
8205,0.000000,0.9997,0.7656
8206,0.000000,0.9999,0.7860
8207,0.000000,0.9997,0.7656
8208,0.000000,0.9999,0.7858
8209,0.000000,0.9997,0.7657
8210,0.000000,0.9999,0.7857
8211,0.000000,0.9997,0.7658
8212,0.000000,0.9999,0.7856
8213,0.000000,0.9997,0.7659
8214,0.000000,0.9999,0.7856
8215,0.000000,0.9997,0.7660
8216,0.000000,0.9999,0.7856
8217,0.000000,0.9997,0.7660
8218,0.000000,0.9999,0.7857
8219,0.000000,0.9997,0.7659
8220,0.000000,0.9999,0.7858
8221,0.000000,0.9997,0.7658
8222,0.000000,0.9999,0.7859
8223,0.000000,0.9997,0.7657
8224,0.000000,0.9999,0.7860
8225,0.000000,0.9997,0.7657
8226,0.000000,0.9999,0.7860
8227,0.000000,0.9997,0.7656
8228,0.000000,0.9999,0.7859
8229,0.000000,0.9997,0.7657
8230,0.000000,0.9999,0.7858
8231,0.000000,0.9997,0.7658
8232,0.000000,0.9999,0.7857
8233,0.000000,0.9997,0.7658
8234,0.000000,0.9999,0.7857
8235,0.000000,0.9997,0.7659
8236,0.000000,0.9999,0.7856
8237,0.000000,0.9997,0.7659
8238,0.000000,0.9999,0.7857
8239,0.000000,0.9997,0.7659
8240,0.000000,0.9999,0.7858
8241,0.000000,0.9997,0.7659
8242,0.000000,0.9999,0.7859
8243,0.000000,0.9997,0.7658
8244,0.000000,0.9999,0.7859
8245,0.000000,0.9997,0.7657
8246,0.000000,0.9999,0.7860
8247,0.000000,0.9997,0.7657
8248,0.000000,0.9999,0.7859
8249,0.000000,0.9997,0.7657
8250,0.000000,0.9999,0.7859
8251,0.000000,0.9997,0.7657
8252,0.000000,0.9999,0.7858
8253,0.000000,0.9997,0.7658
8254,0.000000,0.9999,0.7857
8255,0.000000,0.9997,0.7659
8256,0.000000,0.9999,0.7857
8257,0.000000,0.9997,0.7659
8258,0.000000,0.9999,0.7857
8259,0.000000,0.9997,0.7659
8260,0.000000,0.9999,0.7857
8261,0.000000,0.9997,0.7659
8262,0.000000,0.9999,0.7858
8263,0.000000,0.9997,0.7658
8264,0.000000,0.9999,0.7859
8265,0.000000,0.9997,0.7658
8266,0.000000,0.9999,0.7859
8267,0.000000,0.9997,0.7657
8268,0.000000,0.9999,0.7859
8269,0.000000,0.9997,0.7657
8270,0.000000,0.9999,0.7859
8271,0.000000,0.9997,0.7657
8272,0.000000,0.9999,0.7858
8273,0.000000,0.9997,0.7658
8274,0.000000,0.9999,0.7858
8275,0.000000,0.9997,0.7658
8276,0.000000,0.9999,0.7857
8277,0.000000,0.9997,0.7659
8278,0.000000,0.9999,0.7857
8279,0.000000,0.9997,0.7659
8280,0.000000,0.9999,0.7857
8281,0.000000,0.9997,0.7659
8282,0.000000,0.9999,0.7858
8283,0.000000,0.9997,0.7659
8284,0.000000,0.9999,0.7858
8285,0.000000,0.9997,0.7658
8286,0.000000,0.9999,0.7859
8287,0.000000,0.9997,0.7658
8288,0.000000,0.9999,0.7859
8289,0.000000,0.9997,0.7657
8290,0.000000,0.9999,0.7859
8291,0.000000,0.9997,0.7657
8292,0.000000,0.9999,0.7858
8293,0.000000,0.9997,0.7658
8294,0.000000,0.9999,0.7858
8295,0.000000,0.9997,0.7658
8296,0.000000,0.9999,0.7858
8297,0.000000,0.9997,0.7658
8298,0.000000,0.9999,0.7857
8299,0.000000,0.9997,0.7659
8300,0.000000,0.9999,0.7857
8301,0.000000,0.9997,0.7659
8302,0.000000,0.9999,0.7858
8303,0.000000,0.9997,0.7659
8304,0.000000,0.9999,0.7858
8305,0.000000,0.9997,0.7658
8306,0.000000,0.9999,0.7859
8307,0.000000,0.9997,0.7658
8308,0.000000,0.9999,0.7859
8309,0.000000,0.9997,0.7658
8310,0.000000,0.9999,0.7859
8311,0.000000,0.9997,0.7657
8312,0.000000,0.9999,0.7859
8313,0.000000,0.9997,0.7658
8314,0.000000,0.9999,0.7858
8315,0.000000,0.9997,0.7658
8316,0.000000,0.9999,0.7858
8317,0.000000,0.9997,0.7658
8318,0.000000,0.9999,0.7857
8319,0.000000,0.9997,0.7659
8320,0.000000,0.9999,0.7857
8321,0.000000,0.9997,0.7659
8322,0.000000,0.9999,0.7858
8323,0.000000,0.9997,0.7659
8324,0.000000,0.9999,0.7858
8325,0.000000,0.9997,0.7658
8326,0.000000,0.9999,0.7858
8327,0.000000,0.9997,0.7658
8328,0.000000,0.9999,0.7859
8329,0.000000,0.9997,0.7658
8330,0.000000,0.9999,0.7859
8331,0.000000,0.9997,0.7658
8332,0.000000,0.9999,0.7859
8333,0.000000,0.9997,0.7658
8334,0.000000,0.9999,0.7858
8335,0.000000,0.9997,0.7658
8336,0.000000,0.9999,0.7858
8337,0.000000,0.9997,0.7658
8338,0.000000,0.9999,0.7858
8339,0.000000,0.9997,0.7659
8340,0.000000,0.9999,0.7858
8341,0.000000,0.9997,0.7659
8342,0.000000,0.9999,0.7858
8343,0.000000,0.9997,0.7659
8344,0.000000,0.9999,0.7858
8345,0.000000,0.9997,0.7658
8346,0.000000,0.9999,0.7858
8347,0.000000,0.9997,0.7658
8348,0.000000,0.9999,0.7859
8349,0.000000,0.9997,0.7658
8350,0.000000,0.9999,0.7859
8351,0.000000,0.9997,0.7658
8352,0.000000,0.9999,0.7859
8353,0.000000,0.9997,0.7658
8354,0.000000,0.9999,0.7858
8355,0.000000,0.9997,0.7658
8356,0.000000,0.9999,0.7858
8357,0.000000,0.9997,0.7658
8358,0.000000,0.9999,0.7858
8359,0.000000,0.9997,0.7659
8360,0.000000,0.9999,0.7858
8361,0.000000,0.9997,0.7659
8362,0.000000,0.9999,0.7858
8363,0.000000,0.9997,0.7659
8364,0.000000,0.9999,0.7858
8365,0.000000,0.9997,0.7658
8366,0.000000,0.9999,0.7858
8367,0.000000,0.9997,0.7658
8368,0.000000,0.9999,0.7859
8369,0.000000,0.9997,0.7658
8370,0.000000,0.9999,0.7859
8371,0.000000,0.9997,0.7658
8372,0.000000,0.9999,0.7859
8373,0.000000,0.9997,0.7658
8374,0.000000,0.9999,0.7858
8375,0.000000,0.9997,0.7658
8376,0.000000,0.9999,0.7858
8377,0.000000,0.9997,0.7658
8378,0.000000,0.9999,0.7858
8379,0.000000,0.9997,0.7658
8380,0.000000,0.9999,0.7858
8381,0.000000,0.9997,0.7659
8382,0.000000,0.9999,0.7858
8383,0.000000,0.9997,0.7659
8384,0.000000,0.9999,0.7858
8385,0.000000,0.9997,0.7658
8386,0.000000,0.9999,0.7858
8387,0.000000,0.9997,0.7658
8388,0.000000,0.9999,0.7859
8389,0.000000,0.9997,0.7658
8390,0.000000,0.9999,0.7859
8391,0.000000,0.9997,0.7658
8392,0.000000,0.9999,0.7859
8393,0.000000,0.9997,0.7658
8394,0.000000,0.9999,0.7858
8395,0.000000,0.9997,0.7658
8396,0.000000,0.9999,0.7858
8397,0.000000,0.9997,0.7658
8398,0.000000,0.9999,0.7858
8399,0.000000,0.9997,0.7659
8400,0.000000,0.9999,0.7858
8401,0.000000,0.9997,0.7659
8402,0.000000,0.9999,0.7858
8403,0.000000,0.9997,0.7659
8404,0.000000,0.9999,0.7858
8405,0.000000,0.9997,0.7658
8406,0.000000,0.9999,0.7858
8407,0.000000,0.9997,0.7658
8408,0.000000,0.9999,0.7859
8409,0.000000,0.9997,0.7658
8410,0.000000,0.9999,0.7859
8411,0.000000,0.9997,0.7658
8412,0.000000,0.9999,0.7859
8413,0.000000,0.9997,0.7658
8414,0.000000,0.9999,0.7858
8415,0.000000,0.9997,0.7658
8416,0.000000,0.9999,0.7858
8417,0.000000,0.9997,0.7658
8418,0.000000,0.9999,0.7858
8419,0.000000,0.9997,0.7659
8420,0.000000,0.9999,0.7858
8421,0.000000,0.9997,0.7659
8422,0.000000,0.9999,0.7858
8423,0.000000,0.9997,0.7659
8424,0.000000,0.9999,0.7858
8425,0.000000,0.9997,0.7658
8426,0.000000,0.9999,0.7859
8427,0.000000,0.9997,0.7658
8428,0.000000,0.9999,0.7859
8429,0.000000,0.9997,0.7658
8430,0.000000,0.9999,0.7859
8431,0.000000,0.9997,0.7658
8432,0.000000,0.9999,0.7858
8433,0.000000,0.9997,0.7658
8434,0.000000,0.9999,0.7858
8435,0.000000,0.9997,0.7658
8436,0.000000,0.9999,0.7858
8437,0.000000,0.9997,0.7658
8438,0.000000,0.9999,0.7858
8439,0.000000,0.9997,0.7659
8440,0.000000,0.9999,0.7858
8441,0.000000,0.9997,0.7659
8442,0.000000,0.9999,0.7858
8443,0.000000,0.9997,0.7658
8444,0.000000,0.9999,0.7858
8445,0.000000,0.9997,0.7658
8446,0.000000,0.9999,0.7859
8447,0.000000,0.9997,0.7658
8448,0.000000,0.9999,0.7859
8449,0.000000,0.9997,0.7658
8450,0.000000,0.9999,0.7859
8451,0.000000,0.9997,0.7658
8452,0.000000,0.9999,0.7858
8453,0.000000,0.9997,0.7658
8454,0.000000,0.9999,0.7858
8455,0.000000,0.9997,0.7658
8456,0.000000,0.9999,0.7858
8457,0.000000,0.9997,0.7659
8458,0.000000,0.9999,0.7858
8459,0.000000,0.9997,0.7659
8460,0.000000,0.9999,0.7858
8461,0.000000,0.9997,0.7659
8462,0.000000,0.9999,0.7858
8463,0.000000,0.9997,0.7658
8464,0.000000,0.9999,0.7858
8465,0.000000,0.9997,0.7658
8466,0.000000,0.9999,0.7859
8467,0.000000,0.9997,0.7658
8468,0.000000,0.9999,0.7859
8469,0.000000,0.9997,0.7658
8470,0.000000,0.9999,0.7859
8471,0.000000,0.9997,0.7658
8472,0.000000,0.9999,0.7858
8473,0.000000,0.9997,0.7658
8474,0.000000,0.9999,0.7858
8475,0.000000,0.9997,0.7658
8476,0.000000,0.9999,0.7858
8477,0.000000,0.9997,0.7659
8478,0.000000,0.9999,0.7858
8479,0.000000,0.9997,0.7659
8480,0.000000,0.9999,0.7858
8481,0.000000,0.9997,0.7659
8482,0.000000,0.9999,0.7858
8483,0.000000,0.9997,0.7658
8484,0.000000,0.9999,0.7859
8485,0.000000,0.9997,0.7658
8486,0.000000,0.9999,0.7859
8487,0.000000,0.9997,0.7658
8488,0.000000,0.9999,0.7859
8489,0.000000,0.9997,0.7658
8490,0.000000,0.9999,0.7858
8491,0.000000,0.9997,0.7658
8492,0.000000,0.9999,0.7858
8493,0.000000,0.9997,0.7658
8494,0.000000,0.9999,0.7858
8495,0.000000,0.9997,0.7659
8496,0.000000,0.9999,0.7858
8497,0.000000,0.9997,0.7659
8498,0.000000,0.9999,0.7858
8499,0.000000,0.9997,0.7659
8500,0.000000,0.9999,0.7858
8501,0.000000,0.9997,0.7658
8502,0.000000,0.9999,0.7859
8503,0.000000,0.9997,0.7658
8504,0.000000,0.9999,0.7859
8505,0.000000,0.9997,0.7658
8506,0.000000,0.9999,0.7859
8507,0.000000,0.9997,0.7658
8508,0.000000,0.9999,0.7859
8509,0.000000,0.9997,0.7658
8510,0.000000,0.9999,0.7858
8511,0.000000,0.9997,0.7658
8512,0.000000,0.9999,0.7858
8513,0.000000,0.9997,0.7659
8514,0.000000,0.9999,0.7857
8515,0.000000,0.9997,0.7659
8516,0.000000,0.9999,0.7858
8517,0.000000,0.9997,0.7659
8518,0.000000,0.9999,0.7858
8519,0.000000,0.9997,0.7659
8520,0.000000,0.9999,0.7859
8521,0.000000,0.9997,0.7658
8522,0.000000,0.9999,0.7859
8523,0.000000,0.9997,0.7658
8524,0.000000,0.9999,0.7859
8525,0.000000,0.9997,0.7657
8526,0.000000,0.9999,0.7859
8527,0.000000,0.9997,0.7658
8528,0.000000,0.9999,0.7858
8529,0.000000,0.9997,0.7658
8530,0.000000,0.9999,0.7858
8531,0.000000,0.9997,0.7659
8532,0.000000,0.9999,0.7857
8533,0.000000,0.9997,0.7659
8534,0.000000,0.9999,0.7857
8535,0.000000,0.9997,0.7659
8536,0.000000,0.9999,0.7858
8537,0.000000,0.9997,0.7659
8538,0.000000,0.9999,0.7859
8539,0.000000,0.9997,0.7658
8540,0.000000,0.9999,0.7859
8541,0.000000,0.9997,0.7658
8542,0.000000,0.9999,0.7859
8543,0.000000,0.9997,0.7657
8544,0.000000,0.9999,0.7859
8545,0.000000,0.9997,0.7657
8546,0.000000,0.9999,0.7859
8547,0.000000,0.9997,0.7658
8548,0.000000,0.9999,0.7858
8549,0.000000,0.9997,0.7659
8550,0.000000,0.9999,0.7857
8551,0.000000,0.9997,0.7659
8552,0.000000,0.9999,0.7857
8553,0.000000,0.9997,0.7660
8554,0.000000,0.9999,0.7857
8555,0.000000,0.9997,0.7659
8556,0.000000,0.9999,0.7858
8557,0.000000,0.9997,0.7658
8558,0.000000,0.9999,0.7859
8559,0.000000,0.9997,0.7657
8560,0.000000,0.9999,0.7860
8561,0.000000,0.9997,0.7657
8562,0.000000,0.9999,0.7860
8563,0.000000,0.9997,0.7657
8564,0.000000,0.9999,0.7859
8565,0.000000,0.9997,0.7658
8566,0.000000,0.9999,0.7858
8567,0.000000,0.9997,0.7659
8568,0.000000,0.9999,0.7857
8569,0.000000,0.9997,0.7660
8570,0.000000,0.9999,0.7856
8571,0.000000,0.9997,0.7660
8572,0.000000,0.9999,0.7857
8573,0.000000,0.9997,0.7660
8574,0.000000,0.9999,0.7858
8575,0.000000,0.9997,0.7659
8576,0.000000,0.9999,0.7860
8577,0.000000,0.9997,0.7657
8578,0.000000,0.9999,0.7860
8579,0.000000,0.9997,0.7656
8580,0.000000,0.9999,0.7860
